release_id,input,output,meaning,num_cognates,cognate_set_id,source,pos,pokorny_ref
train-b133b31556f30802-01,[ben] mārā [mar] mārane [mai] māranā [mag] maranā [bho] māranā [pun] mārnā [ass] mārā,*mer-,nan,7,712.0,iecor,nan,
train-decc682285d9952b-01,[fas] سرت,*ḱleytéh₂,"something leaning, sloped, inclined",1,,kaikki,adj,
train-6c3cc9451657b53e-01,[nep] sāno,*(s)legh₂-,nan,1,6145.0,iecor,nan,
train-717818ca105d50aa-01,[sqi] pashë [san] पाति [ave] 𐬞𐬁𐬝 [lat] pāscō [grc] πατέομαι [grc] πῶμα [san] पायु [ave] 𐬞𐬁𐬌𐬌𐬎 [xcl] հօտ [xcl] հաւտ [hye] հոտաղ [fas] آباد [old] 𐎠𐎱𐎭𐎠𐎴 [san] पाल [xcl] հաւրան [xcl] պահակ [xcl] պարհ [xcl] պահ [lat] pābulum [grc] Πάν [san] पूषन् [san] पाता [ave] 𐬞𐬁𐬙𐬁 [xcl] հովիւ [xcl] հայիմ [grc] πῶυ [fas] پاییدن [lat] panis [lat] penes [lat] penetrō [lat] penus [lat] Penātes,*peh₂-,"to protect, to ward, to shepherd",34,,kaikki,root,
train-7bc0461967f728c5-01,[xcl] ն- [xcl] նի- [sga] ni-,*ní,down,3,,kaikki,adv,
train-693bb6aaaa48b91c-01,[txb] pluṣäṃ [xto] pluṣ* [sga] fo·luathar,*pleu̯-,nan,3,2504.0,iecor,nan,
train-bed1606a7a60feac-01,[gaw] ǰaik [kam] giǰ′a ku- [kât] ǰ′a ku- [kât] ǰ′a ku-,"*gʰe-, gʰo-",nan,4,6922.0,iecor,nan,
train-56455eff64655a0d-01,[san] दीधेति [ave] 𐬛𐬀𐬉𐬨𐬀𐬥,*dʰeyh₂-,"to perceive, see",2,,kaikki,root,
train-c84b9aa931618f55-01,[rus] drωl′átɪ,*der-,nan,1,7685.0,iecor,nan,
train-3998554a4bce0af1-01,[bul] pluvam [bel] plavac′ [ces] plavat [sor] plěś [sor] płuwać [mkd] pliva [pol] pływać [rus] plyt' [hbs] plivati [slk] plávať [slk] plavati [ukr] plavati [san] plu- [chu] plavati [pal] pilavati/palavati [sin] pīnanavā [pol] plajĕ [kas] płiwac [ell] pléfō [old] pływać [old] plúti [old] priplyvati [rus] plávatɪ [mkd] plavèm [mkd] plàw′a [slk] plavati [slk] plavati,*pleu̯-,nan,27,1181.0,iecor,nan,
train-ededa224b5a2f5a5-01,[hit] 𒃻𒆪𒄢𒆷 [lav] kakls [lit] kãklas [grc] κύκλος [xto] kukäl [txb] kokale,*kʷékʷlos,"wheel, circle, set of wheels; cart, wagon, chariot",9,,kaikki,noun,
train-7dfc35e42607e6f1-01,[kal] vṛug [san] ẓ′oːk,*leu̯k-,nan,2,3845.0,iecor,nan,
train-84d9b8fe0231767f-01,"[sga] sceïd [gae] sceith [mid] huedaff, huediff [gae] skeay [gae] sgeith [bre] chetã, chet- [cym] chw(y)du [mid] chwydu [lat] huedzha",*sk̑ʰei̯-,nan,9,1075.0,iecor,nan,
train-a2cd1d30c6e5ac9b-01,[ben] bahan karā,*u̯eg̑ʰ-,nan,1,7547.0,iecor,nan,
train-1cad55fa3f15ba57-01,[lit] jū́ra [lav] jūra [prg] iūrin [lat] jiura,*i̯uHr-,nan,4,1875.0,iecor,nan,
train-ad31c923f47705c5-01,[umb] atru,*h₂eh₁-,nan,1,4864.0,iecor,nan,
train-e232c0b5a4b86446-01,[lat] fodere [hit] padda- / padd- [ang] fuir [old] fuir,*bʰedʰh₂-,nan,4,1412.0,iecor,nan,
train-5ce162ceda2235b6-01,"[ell] stóma [grc] stóma [ell] stóma [ell] stóman [ell] stóma [ell] stóma [ell] stómas, stóma(n)",*steh₃-,nan,7,1510.0,iecor,nan,
train-8c912622c60db625-01,[pal] mhoóru [ass] môdhur [kam] m′ura [kât] m′ura [kal] mura,*medʰu-,nan,5,6562.0,iecor,nan,
train-1d6137068e1ad6f0-01,[hit] -z,*-ti,"Adverbial suffix with ablative or instrumental meaning, sometimes multiplicative",1,,kaikki,suffix,
train-cd5a6d8350373355-01,[xcl] գոչեմ [grc] ἔπος [san] वक्त्र [gle] fuaim [gla] fuaim [grc] ὄσσα [grc] ὄττα [grc] εὐρύοπα [san] उक्थ [ave] 𐬎𐬑𐬜𐬀 [hit] huek- [hit] huk- [prg] enwackē,*wekʷ-,"to speak, to sound out",13,,kaikki,root,
train-95a4720e5cfa3e5f-01,[san] रुप्यति [san] रोपयति [san] लोपयति [san] रोपि [lat] rūpēs [san] रोप [san] लोप [bul] ру́па [lat] rūpa [mid] lwpk [san] लुप्त [lat] ruptus [lat] rupex [grc] ῥομφαία [bul] рофия [bul] руфя,*Hrewp-,"to break, tear (up)",21,,kaikki,root,
train-9625323a419b58bb-01,[sqi] -ar [sqi] -r [xcl] -ար [lav] -rs [lit] -ras [lit] -rus [grc] -ρός [san] -र [ave] -𐬭𐬀 [lat] -er [lat] -rus [xto] -är [txb] -re,*-rós,Forms adjectives from Caland system roots.,13,,kaikki,suffix,
train-fcdbd0b3994156b3-01,[san] गमयति [san] अध्वगत् [sqi] gati [hye] եկ [prg] gemton [lit] gỹmis [lav] ģimene [san] गम् [xto] kum- [txb] käm-,*gʷem-,"to come, to step",10,,kaikki,root,
train-51e4fdefeccc0404-01,[grc] -της [ave] -𐬙𐬁𐬝,*-teh₂ts,Used to form nouns representing state of being,2,,kaikki,suffix,
train-505ad0a592b7991c-01,[xcl] եղբայր [xcl] եղբաւր,*bʰréh₂tēr,brother,2,,kaikki,noun,
train-cfd68ea8208a9726-01,[ave] 𐬀𐬢𐬵𐬀𐬌𐬌𐬏 [hit] iš-ḫi-ya-zi [hit] iš-ḫa-a-i [hit] iš-ḫi-i-er [san] स्यति [lav] sìet [lit] siẽti [san] सिनोति [xlu] ḫi-iš-ḫi-ya-an-ti [gmy] 𐀀𐀊𐀕𐀜 [san] सिषाय [ave] 𐬁𐬵𐬌𐬱𐬁𐬌𐬌𐬁 [lav] saiklis [lit] ãtsailė [gle] sim [grc] ἱμαῖος [grc] ἱμάω [grc] ἱμάς [grc] ἱμάσθλη [grc] ἱμονιά [hit] iš-hi-ia-al [nld] zijl [nld] zijle [deu] Seilen [isl] síla [lat] saeta [xcl] հայթեմ [ave] 𐬵𐬀𐬉𐬙𐬎 [fas] خدک [san] सित [ave] 𐬵𐬌𐬙𐬀 [lav] saĩte [lit] sai̇̃tas [prg] saytan [old] hin,*sh₂ey-,"to bind, fetter",35,,kaikki,root,
train-685c11ca643bf640-01,[san] पर्षति [hit] 𒉺𒀊𒈦𒀸𒍣 [lit] pur̃slas [ave] 𐬞𐬀𐬭𐬱𐬎𐬌𐬌𐬀 [fas] پاشیدن [san] पृषत् [lav] pā̀rsla [lav] pìrkstis [lit] pir̃kšnys [xto] präsā- [txb] pärsā-,*pers-,"to sprinkle, to spatter",11,,kaikki,root,
train-05276a7d38e0d21d-01,[san] ष्कन् [lat] scandī [lat] scandō [grc] σκάζω [san] स्कन्दयति [xcl] սանդուղք [lat] scāla,*skend-,"to jump up, ascend",8,,kaikki,root,
train-360ecced1474adea-01,[oss] fænyk [oss] funuk,*?*pē(n)s-,nan,2,3190.0,iecor,nan,
train-311df4cbf5d7237a-01,[grc] νέομαι [san] नसते [grc] ναίω [grc] ναός [grc] νόστος [xto] nas- [txb] nes-,*nes-,to return home (safely),7,,kaikki,root,
train-06902f6622ac48d5-01,[lav] dieve [lit] deivė [san] देवी [ave] 𐬛𐬀𐬉𐬎𐬎𐬍,*déywih₂,goddess,4,,kaikki,noun,
train-550c7bdc7d33fbc2-01,[bho] pīsanā [hin] pīsanā [urd] pīsnā [pal] píiṣa [mai] pīsanā [san] piṣ- [kas] pihon [ben] piṣe gum̐ṛo karā [mag] pisanā [pal] piŋsati [kho] peṣik [gaw] peṣik [gaw] pǟṣūg [pun] pīhṇā [vâs] â-vuš- [ass] pim̐hi guri kôrā [kam] pš′a- [kât] pš′a- [kal] piša-,*pei̯s-,nan,19,6111.0,iecor,nan,
train-26b33cbe073cb192-01,[bel] pyl [rus] pyl' [pol] pył [ukr] pil,*peu̯H-,nan,4,6100.0,iecor,nan,
train-b5230628e445833f-01,[sqi] fsheh [aln] mshef,*?*(s)kep-,nan,2,6311.0,iecor,nan,
train-b2da356048e6d2fd-01,[sar] isciústu [sar] iffustu [nea] 'nfuso,*g̑ʰeu̯d-,nan,3,2078.0,iecor,nan,
train-e15ea7da98b98bf7-01,[hye] վեց [xto] ṣäk [txb] ṣkas,*swéḱs,six,3,,kaikki,num,
train-a8b98a66fde65f83-01,[grc] pikrós [ell] pikrós [ell] pikrós [ell] pikrós [ell] pikrós [ell] pikró [ell] pritšeío,*pei̯k̑-,nan,7,5056.0,iecor,nan,
train-d40c0e28759a4484-01,[prg] tiēnstwei,*tens-,nan,1,4971.0,iecor,nan,
train-02aabe40cc8f1b38-01,"[gae] éan [gae] eun [sga] én [gau] etno- [spa] pájaro [old] etn [mid] ezn, ezen, ezenn [por] pássaro [aln] shpend [old] paxaro [ron] pasăre [bre] evn [cym] (a)deryn [mid] edn [mid] adar [old] atar [dal] paserái̯n [mid] ethen [lat] ethen [xcl] tʿṙčʿown [hye] tʿṙčʿown [hyw] tʿṙčʿown [por] pássaro",*pet-,nan,23,8378.0,iecor,nan,
train-74e14c150943cd4f-01,[mid] gebel [deu] Giebel [isl] gafl [swe] gavel [dan] gavl [eng] gable [fra] gâble [got] 𐌲𐌹𐌱𐌻𐌰 [grc] κεφαλή [xto] śpāl [txb] śpāl [lat] Cībalae [grc] γαβαλάν,*gʰébʰōl,"head, top",23,,kaikki,noun,
train-b9cb3c783984b9bd-01,[san] नमयति [ave] 𐬥𐬁𐬨𐬀𐬌𐬌𐬈𐬌𐬙𐬌 [san] नम्,*nem-,to bend,3,,kaikki,root,
train-742b64bd31e61c08-01,[xcl] օր [ell] ημέρα [sqi] zëmër,*h₂éh₃mr̥,"heat, daylight, day",6,,kaikki,noun,
train-0daab4c430f94a00-01,[lit] kaukti [txb] kauk- [san] कौक [san] कोकिल [xcl] քուք [xcl] քոք [xcl] քուքամ [san] कौति [grc] κωκῡ́ω [san] चोकूयते [san] कोकूयते [lit] kávas,*kew(H)-,"to cry out, call, howl, shriek, to wail (in lament), Derives some names of noisy birds.",27,,kaikki,root,
train-53b88da581f0d6c8-01,[lav] grasāt [lit] grasà [lit] grasinù [lit] gresiù [lit] gristù [xto] krās- [txb] krās-,*gʰres-,"to threaten, torment",7,,kaikki,root,
train-7a9fd928a588134b-01,[pol] slåtťă [kas] słodczi [chu] sladŭkŭ [pol] słodki [sor] słodki [sor] słódki [slk] sladek [ces] sladký [slk] sladký [ukr] solodkij [bel] salodkì [mkd] sladok [bul] slad″k [hbs] sladak [lav] salds [lat] soldons [lit] saldùs [old] słodki [old] sladký [rus] solótkωj [slk] sladek [slk] ſladák,*sal-,nan,22,5157.0,iecor,nan,
train-04bcd71edae2973b-01,[xcl] ընթաց [xcl] ընթանամ [xcl] անցանեմ,*sent-,to go,3,,kaikki,root,
train-22441472d3f4ed38-01,[lit] -inas [prg] -ins [eng] -en [grc] -νος [lat] -nus [lat] -ānus [lat] -iānus [lat] -ēnus [lat] -īnus [lat] -ūnus [sqi] -një,*-nós,Creates verbal adjectives from roots.,14,,kaikki,suffix,
train-2419d9898ee3574d-01,[sqi] -shëm [sqi] -shme [sqi] -çëm [sqi] -çme [gle] -san [gla] -san [grc] ὁμός [xto] sоmа- [txb] sоmо-,*somHós,"same, alike, alone",17,,kaikki,adj,
train-5e91fe1729ba26fd-01,[lat] barbātus,*bʰardʰéh₂tos,bearded,1,,kaikki,adj,
train-561072f183a255b3-01,[lat] lūdere,*lei̯d-,nan,1,3828.0,iecor,nan,
train-b8e13ee6ca5dab53-01,[san] रोहति [ave] 𐬭𐬀𐬊𐬜𐬆𐬧𐬙𐬌 [xto] lut- [txb] lut- [grc] ἐλεύθερος [lat] lībertus [lat] līberta [sqi] lirë [lat] lībertās [sqi] lem [sqi] len [sqi] vëlla [san] रोध [ave] 𐬭𐬀𐬊𐬜𐬀 [pus] لويېدل [fas] رستن [san] रुह्,*h₁lewdʰ-,"to grow, people",23,,kaikki,root,
train-0f6dc8132b1f110d-01,[kas] rut,*leu̯k-,nan,1,1783.0,iecor,nan,
train-1389e2f213094a04-01,[pol] palić się [sor] paliś se [sor] palić so [kas] palëc sã,*?*pel-,nan,4,2241.0,iecor,nan,
train-f7f8d74268f124ee-01,[hit] išḫamai- / išḫami-,*sh₂em-,nan,1,5422.0,iecor,nan,
train-0caa488efc0fd02b-01,[hye] լույս [san] रोक,*lewkós,"bright, shining",2,,kaikki,adj,
train-6531b6feb619a9bf-01,[lav] klusêt [lav] klausīt [lit] klausýti [prg] klausiton [xcl] լսեմ [lit] klùsti [hye] լուռ [san] श्रुष्टि,*ḱlews-,to hear,8,,kaikki,root,
train-898ea16421a76183-01,[far] vatn [isl] vatn [old] vatn [old] vatn,*u̯ed-,nan,4,1370.0,iecor,nan,
train-70e77859a07b0ff6-01,[lux] strécken,*strei̯g-,nan,1,7206.0,iecor,nan,
train-8e893dcc779ce6e4-01,[pol] cornĕ [kas] czôrny,*k⁽ʷ⁾ers-,nan,2,5133.0,iecor,nan,
train-58f74a7a065f0f90-01,[pal] ākāsa,*kʷek̑-,nan,1,7787.0,iecor,nan,
train-e643220f2d150f62-01,[hyw] ǰowr [hye] ǰowr [xcl] ǰowr,*i̯uHr-,nan,3,663.0,iecor,nan,
train-60acbed7d3df546c-01,[goh] sinuuelbi [ang] sinhwurfol,*kʷelp-,nan,2,2447.0,iecor,nan,
train-c47b88079dd7f6fe-01,[prg] wargan,*u̯ergʰ-,nan,1,6319.0,iecor,nan,
train-bc7bfe8eea02a5ff-01,[lit] šlaunìs [cym] clun [yag] surūn [oss] sin [oss] sujnæ [prg] slaunis [mid] clun [kam] c̣′ũ [kât] c̣′ũ [kât] c̣′u [kho] šron,*k̑lou̯ni-,nan,11,6360.0,iecor,nan,
train-f9a9930904eb019d-01,[grc] θέσις [lat] fētiālis [lat] fētiāles [san] धिति [rus] благодать,*dʰéh₁tis,"act of putting, placement",5,,kaikki,noun,
train-13f4cee6bc28f231-01,[lat] betulla [lat] betūla? [lat] betula [lat] bitūmen,*gʷétu,"resin, gum",4,,kaikki,noun,
train-7ca9ef19f96e62ed-01,[lat] alō,*h₂életi,to be nourishing,1,,kaikki,verb,
train-ec0f3bf8cdccd556-01,[raj] ʋạdạrze,*dʰerg̑ʰ-,nan,1,8637.0,iecor,nan,
train-67072ac6921553bc-01,[hit] 𒀠𒉺𒀸 [grc] ἀλφός,*albʰós,white,2,,kaikki,adj,
train-12b4429035e4bb6f-01,[grc] ἄγγος [ell] αγγείο [fas] انگل [fas] انگول [san] अङ्गुरि [san] अङ्गुलि [san] अङ्गुली [lat] angulus [san] अङ्ग [xto] ānkar [txb] āṅkär,*h₂eng-,"curve, bend",12,,kaikki,root,
train-3558ffef2e2f3f3f-01,[ben] rāt [hin] rāta [kas] raath [mar] rātra [nep] rāta [sin] ræya [mai] rāt [urd] rāt [pal] ratti [mag] rāt [bho] rāti [pal] róot [gaw] rāt [ass] rāti [pun] rāt [kam] řâd′or [kât] řâd′or [kât] řâd′or [san] ẓât′âːr [kal] vâtr,*h₁reh₁-,nan,20,799.0,iecor,nan,
train-dbd4b80137aa900d-01,[por] preto [por] preto,*pe⁽k̑⁾tu-,nan,2,2473.0,iecor,nan,
train-be4bea1e6627872f-01,[san] gr̥háḥ [bho] ghar [hin] ghara [mai] ghar [mag] ghar [nep] ghara [mar] ghara [sin] geya [pal] gaha [ass] ghôr [pun] gʰar [got] gards,*gʰerdʰ-,nan,12,7578.0,iecor,nan,
train-76d1956cf39fd533-01,[isl] beittur,*bʰei̯d-,nan,1,2894.0,iecor,nan,
train-df0611a149cc2570-01,[nea] ruppio,"*du̯o-, *du̯i-",nan,1,8104.0,iecor,nan,
train-239e8e75601cc468-01,[lit] mẽdis,*medʰ-,nan,1,1924.0,iecor,nan,
train-eaee51378cc2a1ab-01,[san] ह्रादुनि [xcl] կարկուտ [lat] grandō,*ǵʰreh₃d-,hail,3,,kaikki,noun,
train-55650f9c9989a9ba-01,[grc] σκέλος [grc] τρισκελίς [lat] scelus [xcl] շար-աւանդ [fas] شل [fas] شلوار [grc] σαράβαρα [grc] σαράβαλλα [lat] sarabala [lat] sarabāra [sqi] çalë [grc] κῶλον [grc] κόλων [sqi] shkal [xcl] խուլ [lit] atsikalti [grc] κυλίνδω [grc] κύλινδρος [grc] κυλλός [grc] σκολιός [grc] σκολίωσις [grc] σκολίωμα [grc] σκώληξ [lat] calix,*(s)kel-,"to bend, crook, bent, crooked, leg, heel, knee, hip",25,,kaikki,root,
train-4103308aa7cc3fae-01,[san] मयते [lat] (trā)mes [lat] (sē)mita [lat] mūtō [san] मिनाति [lat] meō [sga] mían [lav] maîna [lav] maĩņa [san] मेना [lav] mainīt [lit] mainyti [lit] mai̇̃nas [grc] μοῖνος [lat] mūnis [lat] mūnia [lat] immūnis [lit] mît [mid] tremyn,*mey-,"to change, to exchange, to change places → to go past",20,,kaikki,root,
train-fbc94d9276750f55-01,[fas] nušidan,*h₁eu̯s-,nan,1,8661.0,iecor,nan,
train-5fee2480facb3912-01,[lat] *caps [lat] -ceps,*kap-,"head, bowl, cup",2,,kaikki,root,
train-d3c2208c753883bd-01,[sqi] i thatë,*k̑eh₂u̯-,nan,1,8428.0,iecor,nan,
train-27829b4431c4eaee-01,[sqi] quaj [lav] slava [lav] slave [lit] šlovė [xto] ñomklyu [txb] ñemkälywe,*ḱléwos,fame,6,,kaikki,noun,
train-4f9572433ce5c8ab-01,[xcl] *դո- [grc] ὁ [grc] ἡ [grc] τό [grc] ὡς [grc] αὐτός [grc] ὅδε [grc] ὁδί [grc] οὗτος [grc] τότε [grc] τοτέ [grc] τηνίκα [grc] τῆμος [lat] sī [lat] sic [lat] tum [lat] tam [lat] iste [lat] ita [lat] ut,*só,"this, that",27,,kaikki,pron,
train-eb6c4238435145fd-01,[fra] lac [gae] loch [ita] lago [lad] lech [por] lago [sar] lagu [sar] lacu [spa] lago [wal] lac [lat] lacus [gae] loch [cat] llac [fri] lât [sga] loch [gau] locu [ron] lac [nea] laco [old] lac [ang] lac [old] lago [gae] logh [sqi] liqen [fra] lé [aln] liqen [old] lac [old] llac [dal] luọk [por] lago [mil] lãch,*lek-,nan,29,8246.0,iecor,nan,
train-070548326b9da434-01,[lat] careō [lat] castus [goh] sūl [lat] cassus [sqi] thadër [hin] शस्त्र [lat] castrum [lat] castrō,*ḱes-,to cut,9,,kaikki,root,
train-a94d017220e63eb2-01,[san] वाति [ave] 𐬬𐬁𐬌𐬙𐬌,*h₂wḗh₁ti,to blow (of wind),2,,kaikki,verb,
train-54e48ab78e49efcd-01,[aln] hanë [sqi] hënë [sqi] hanëzë,*(s)kend-,nan,3,9780.0,iecor,nan,
train-a1081efbfcff96be-01,[cat] mà [fra] main [ita] mano [lad] man [por] mão [sar] manu [sar] manu [spa] mano [wal] min [lat] manus [fri] man [osc] manim [umb] manf [ron] mână [dal] muṅ [nea] mano [old] main [ang] main [fra] man [old] mano [old] man [meg] mắnă [old] mà [por] mão [mil] màn,*men-,nan,25,888.0,iecor,nan,
train-b5ac4519c744b052-01,[mar] gavata,*h₁ed-,nan,1,7363.0,iecor,nan,
train-251bcbc8ce60b27d-01,[ron] a merge,*mesg-,nan,1,6694.0,iecor,nan,
train-f533e2bdfd4e44ba-01,[non] síða [ang] -siden,*seyt-,magic,2,,kaikki,root,
train-49a3961ef812086a-01,[bul] oblak [ces] oblak [mkd] oblak [hbs] oblak [slk] oblak [slk] oblak [chu] oblakŭ [old] obłok [old] oblak [mkd] òblak [mkd] òblak [slk] oblak [slk] oblák,*h₂u̯elk-,nan,13,1117.0,iecor,nan,
train-8ec43ee42cd859c5-01,[xcl] քոյր [grc] ἔορ [xto] ṣar [txb] ṣer,*swésōr,sister,6,,kaikki,noun,
train-b1a2b4d4079b5c25-01,[lav] jauns [lat] jauns,"*h₂ei̯-u-, *h₂oi̯-u-, *h₂i̯-eu̯-",nan,2,2351.0,iecor,nan,
train-95c6ed4d4366debf-01,[lat] flāuus,*bʰleh₃-,nan,1,5299.0,iecor,nan,
train-68aacd5bf457badc-01,[cym] rhech,*perd-,"to fart loudly, pass gas, break wind",1,,kaikki,root,
train-b4005f6e466f18d1-01,[grc] φείδομαι [san] अभेत् [san] भेदति,*bʰéydt,to split,3,,kaikki,verb,
train-1db54b8d73aff229-01,[san] क्षिपति [san] क्षेपयति,*ksweybʰ-,"to move swiftly, make a swift movement, to swing, shake, to be swinging, to whip, cast, throw",2,,kaikki,root,
train-0d41867102535d8b-01,[dan] god [nld] goed [eng] good [far] góður [fle] goed [deu] gut [isl] góður [nob] god [lux] gutt [old] godher [deu] guet [fri] goed [goh] guot [old] gōd [mid] guot [ang] gōd [old] gôd [mid] goet [old] góðr [got] goþs [nor] god,*?*gʰedʰ-,nan,21,229.0,iecor,nan,
train-694180755ef6de3d-01,[san] रभस् [lat] rabies [ang] rabbian [xto] rapurñe,*rebʰ-,"violent, forceful, impetuous, fierce, passionate, driven by overpowering impulse",4,,kaikki,root,
train-a413e60bd5bc7f0f-01,[grc] φέβομαι [san] अभिभजते [grc] φοβέω [grc] φοβέομαι [san] भाजयति [grc] φόβος,*bʰegʷ-,"to flee, to run",6,,kaikki,root,
train-5226cd6bd8a5e9bd-01,"[mid] ober ≠ groa, gra [bre] ober ≠ grw-/r- [bre] ober ≠ (gw)ra- [mid] gul, guthyl, gruthyl [lat] gîl, gweel [old] guragun [mid] gwneithur, gwneuthur [cym] (g)neud",*u̯erg̑-,nan,8,6441.0,iecor,nan,
train-ea747fa1c15d0e03-01,[hit] dankui- / dankuu̯ai- [xlu] dakkui-,*dʰengʷ-,nan,2,4380.0,iecor,nan,
train-ffd8fb848e776891-01,[sqi] mund [old] mendian [mid] menden [grc] μανθάνω,*men(s)dʰh₁-,"vivacious, wisdom, to pay attention to",4,,kaikki,root,
train-9d1ea909f6afe642-01,[san] तृ॒ष्ट [lat] torstus [lat] tostus,*tr̥stós,dried,3,,kaikki,adj,
train-ec3c7b0db91252cc-01,"[hit] karāu̯ar / karaun- [xto] kror [txb] krorīya* [grc] kéras [lux] Har [lat] cornū [san] śŕ̥ṅgam [mai] siṅdh [urd] sīng [kas] hiŋ [ben] śiṁ [hin] sīṅga [mar] śinga [sin] an̆ga [nld] hoorn [dan] horn [swe] horn [deu] Horn [spa] cuerno [fra] corne [ita] corno [ell] kérato [fri] cuar [isl] horn [eng] horn [gau] carnon [ave] srū [old] carn [old] corn [elf] uonn [far] horn [old] horn [nob] horn [xlu] *zaruu̯ar / *zarun- [mag] siṅg [pal] singaṁ [mid] corn, cornn [ell] ke-ra [kho] ṣū [ell] kéras [mid] srūy [ell] tžératon [ell] kérato(n) [ell] kérato [ell] tšérato [fle] hoorn [ron] corn [nea] cuorno [lad] corn [sar] corru [sar] corru [old] cor [ang] corn [wal] cwène [fra] kourna [old] cuerno [bre] korn [bre] korn [cym] corn [oss] syk'a [oss] siwæ [bho] sīṅgh [nep] siṅga [pal] ṣing [mid] corn [wak] ṣ̌əw [fri] hoarne [deu] Horn [sog] sarē [ass] xiṁ [pun] siⁿg [old] corna [meg] córnu [gaw] šing [kho] srung [khw] šū [gaw] ṣiŋ [pas] khkar [dal] ku̯arn [goh] horn [sar] khew [old] hōrn [mid] horn [ang] horn [old] horn [mid] hoorn [old] horn [got] haurn [mid] corn [lat] korn [nor] horn [vâs] üč′ü [pas] šangaṭu [mil] còrnu",*k̑er-,nan,94,2457.0,iecor,nan,
train-42284df8431c773e-01,[san] मिनाति [lat] minor [lat] minus [non] mjór [grc] μείων [grc] μινύθω [grc] μίνυνθα [lat] minimus [txb] maiwe,*mey-,"small, little",11,,kaikki,root,
train-59abbcd4090d2dc1-01,[sqi] ari [sqi] arushë [hye] արջ [grc] ἄρκτος [lat] ursus,*h₂ŕ̥tḱos,bear,5,,kaikki,noun,
train-204647d19ce7f9b8-01,[kho] uṣak,*h₁eu̯s-,nan,1,8480.0,iecor,nan,
train-b97b22b08bdbbfcb-01,[lat] uir [prg] wijrs [lav] vīrs [lit] výras [sga] fer [gau] uiros [old] gur [old] gur [gae] fear [mid] gour [umb] uiro [lat] veirs [mid] gwr [vâs] vaǰǰim′i [pas] wiir,*u̯iH-ró-,nan,15,1094.0,iecor,nan,
train-91d556949200a03e-01,[san] रुधिर,*h₁rudʰrós,red,1,,kaikki,adj,
train-7c3775db85d8e7ea-01,[grc] νέω [lat] neō [sga] sníid [cym] nyddu [gle] sníomh [grc] νῆτρον [san] स्नायति [bre] neud [gle] snáth [gla] snàth [sqi] nus,*(s)neh₁-,"to spin (thread), to sew",11,,kaikki,root,
train-0c43ac9a711b000f-01,[hit] ḫuu̯ai- [xlu] ḫui(i̯a)-,*h₂u̯eh₁-,nan,2,6291.0,iecor,nan,
train-228d8b70b737cc35-01,[ron] pământ,*pi̯eh₂-,nan,1,6547.0,iecor,nan,
train-203069fdb29b26e2-01,[kur] bāɫdār [bak] bāldār [del] bonde,*bʰeh₂g̑ʰu-,nan,3,9127.0,iecor,nan,
train-1e291ab6b2ec3245-01,[grc] téphra [ell] téphra,*dʰegʷʰ-,nan,2,2179.0,iecor,nan,
train-f47e21da723bb718-01,[eng] woods [gau] uidu-,*u̯idʰh₁ú-,nan,2,3129.0,iecor,nan,
train-f714b60db323ff12-01,[gle] lia [grc] πλεῖος [grc] πλέος [grc] πλέως [san] प्रायस् [lat] plūs [lat] plūres,*pléh₁yōs,full,7,,kaikki,adj,
train-a90f67b5c68ea1eb-01,[san] वाजयति [lat] vegeō,*woǵéyeti,"to make lively, awaken",3,,kaikki,verb,
train-3872c5171cb5df7d-01,[hyw] heṙow [hye] heṙow [nld] ver [eng] far [fle] ver [fri] fier [xcl] heṙi [far] fjarur [goh] fer [old] fīr [ang] feorr [old] ferr [mid] verre [mid] verre [old] fjarri [got] fairra,*per-,nan,16,7345.0,iecor,nan,
train-6598b5eb7ef84d49-01,[san] पपात [ell] πέφτω [grc] πίτνημι [lat] pandō [san] पातयति [grc] πέτᾰλον [san] पत्र [san] पत्त्र [ave] 𐬞𐬀𐬙𐬀𐬭𐬆𐬙𐬀 [sqi] pjetë [xcl] ընթանամ [gle] éis [grc] πετάννῡμι [grc] πέτασος [grc] πέτηλος [grc] ποταμός [grc] πότμος [grc] πετηνός [grc] πτῶμα [grc] πτῆσις [grc] πτῶσις [grc] πτωτικός [grc] πτωτός [grc] πτίλον [grc] πατάνη [lat] pateō [lat] patera [lat] passus [lat] impetus [lat] praepes [lat] perpetuus [lat] propitius [lat] petulans [lat] petulcus,*peth₂-,"to spread out, to fly (through the sense ‘spread one’s wings’)",35,,kaikki,root,
train-512431ebdd29d5b5-01,[lav] savs [lit] sãvas [grc] ἑός,*sewós,"possessive adjective of *swé: (one's) own; his, her, its",3,,kaikki,pron,
train-e054fb5f6be80e8a-01,[lav] sìens [lit] šiẽnas [grc] κοινᾱ́,*(s)ḱeh₁y-,"to shine, shimmer",5,,kaikki,root,
train-07f3e55e7b5bdf00-01,[san] वेमन् [mid] wīme [lat] vīmen,*wéh₁imn̥,"that which is twisted, plaiting",3,,kaikki,noun,
train-aa594d51fa4eaff3-01,[grc] anḗr [ell] ántras [san] nár- [ave] nar [xcl] ayr [aln] njeri [pal] nara [ell] anḗr [osc] niir [umb] nerf [ell] ántras [ell] ántra [ell] ántras [sqi] njeri [pas] narina,*h₂ner-,nan,15,2316.0,iecor,nan,
train-3badb8d36ca4a25c-01,[grc] κτείς,*pḱtḗn,comb,1,,kaikki,noun,
